id;text;sber;vtb;gazprom;alfabank;raiffeisen;rshb;company
7715;Как оформить кредит в газпромбанке нижний новгород;NULL;NULL;0;NULL;NULL;NULL;NULL
7867;сбербанк россии задолженность по кредиту;0;NULL;NULL;NULL;NULL;NULL;NULL
5372;Доверительный кредит втб 24 на каких условиях взять;NULL;0;NULL;NULL;NULL;NULL;NULL
4992;RT @cymysinybuxo: фича или баг? зная номер сберкарты в сбербанке — можно узнать сколько на ней денег.;0;NULL;NULL;NULL;NULL;NULL;NULL
14961;Россети просят правительство определить источники финансирования для 2-го этапа;NULL;NULL;NULL;NULL;NULL;NULL;1
5741;RT @sberbank: @MikeGi4a , информация по всем операциям предоставляется в отчете.;0;NULL;NULL;NULL;NULL;NULL;NULL
13186;Apple создала «режим локдауна» для защиты устройств от шпионских программ;NULL;NULL;NULL;NULL;NULL;NULL;1
8403;Суд в США отклонил иск Трампа к Twitter;NULL;NULL;NULL;NULL;NULL;NULL;1
6741;автомобиль в кредит альфа банк;NULL;NULL;NULL;0;NULL;NULL;NULL
9922;"Акции ""ЛУКОЙЛа"" падают на 1% на фоне резолюции Европарламента";NULL;NULL;NULL;NULL;NULL;NULL;-1
1572;@LetyiMax я просто подумаю над сменой @alfa_bank на другой - более лояльный к своим клиентам.;NULL;NULL;NULL;-1;NULL;NULL;NULL
15769;кредит потребительский сбербанк форум;0;NULL;NULL;NULL;NULL;NULL;NULL
17573;Сбербанк обновил свой сайт;1;NULL;NULL;NULL;NULL;NULL;NULL
5997;Силуанов заявил о подготовке законопроекта, повышающего привлекательность долгосрочных сбережений;1;NULL;NULL;NULL;NULL;NULL;NULL
15688;максимальная сумма ипотечнго кредита сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
5841;RT @Gatakahifa: Газпромбанк может стать миноритарием «Русской платины»;NULL;NULL;0;NULL;NULL;NULL;NULL
11926;RT @kyzipidoxam: Как взять кредит 50 т руб в альфа банк;NULL;NULL;NULL;0;NULL;NULL;NULL
7797;RT @i_korotchenko: Глава Сбербанка Герман Греф: швейцарский франк, норвежская и шведская кроны являются самыми надежными валютами. А что бу…;0;NULL;NULL;NULL;NULL;NULL;NULL
6612;Структура кредитов выдаваемых в россельхозбанке в 2014 году;NULL;NULL;NULL;NULL;NULL;0;NULL
12449;ипотека сбербанк отзывы  #смотреть;0;NULL;NULL;NULL;NULL;NULL;NULL
18515;Сбербанк России является банком мошенников и воров....;-1;NULL;NULL;NULL;NULL;NULL;NULL
14446;Клиенты Россельхозбанка воспользуются новыми кредитными продуктами:;NULL;NULL;NULL;NULL;NULL;0;NULL
14562;райфайзен банк кредит на малый бизнес;NULL;NULL;NULL;NULL;0;NULL;NULL
15326;@Chumikov @pro100card @sberbank в Сбербанк онлайн про100 работает, точно также как и для других МПС;1;NULL;NULL;NULL;NULL;NULL;NULL
1798;Банк втб 24 г омск потребительский кредит;NULL;0;NULL;NULL;NULL;NULL;NULL
4456;"ВТБ вышел из капитала ""Деметра-Холдинга"", реализовав свою долю с ""приличной марж";NULL;1;NULL;NULL;NULL;NULL;NULL
7388;каменск уральский сбербанк кредиты;0;NULL;NULL;NULL;NULL;NULL;NULL
4846;Кредит для физических лиц в россельхозбанке;NULL;NULL;NULL;NULL;NULL;0;NULL
6689;втб 24 калининград кредит;NULL;0;NULL;NULL;NULL;NULL;NULL
2204;Оао банк втб;NULL;0;NULL;NULL;NULL;NULL;NULL
6983;Китай вывел на орбиту спутник связи;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18156;сбербанк онлайн тольятти кредит;0;NULL;NULL;NULL;NULL;NULL;NULL
19598;Как получить кредит россельхозбанке на рыбоводство;NULL;NULL;NULL;NULL;NULL;0;NULL
5832;Кто еще держит карточки в Райффайзен?  Неееее, ну меня окончательно добила ситуация! Я не могу перевести с карты...;NULL;NULL;NULL;NULL;-1;NULL;NULL
3565;Росатом и НОВАТЭК в начале 2024г запустят круглогодичную навигацию на восток по;NULL;NULL;NULL;NULL;NULL;NULL;0
1739;Оформить заявку на кредит в втб 24 онлайн;NULL;0;NULL;NULL;NULL;NULL;NULL
14353;ВТБ размещает однодневные облигации на 100 млрд рублей с доходностью 6,83% годовых;NULL;0;NULL;NULL;NULL;NULL;NULL
5993;В акциях «Сбербанка» сохраняется восходящий тренд, начавшийся на прошлой неделе;1;NULL;NULL;NULL;NULL;NULL;NULL
16931;чорд. чо-то не удается оплатить ласт.фм со сбербанковской визы;-1;NULL;NULL;NULL;NULL;NULL;NULL
7655;Ипотечный кредит в сбер банке;0;NULL;NULL;NULL;NULL;NULL;NULL
4871;Сбербанк россии в запорожье взять кредит наличные;0;NULL;NULL;NULL;NULL;NULL;NULL
17884;кредитная карта россельхозбанка отзывы;NULL;NULL;NULL;NULL;NULL;0;NULL
19662;ВТБ размещает однодневные облигации на 150 млрд рублей с доходностью 7,48% годовых;NULL;0;NULL;NULL;NULL;NULL;NULL
7236;Www sberbank ru бизнес онлайн;0;NULL;NULL;NULL;NULL;NULL;NULL
16458;кредит сбербанк оплата;0;NULL;NULL;NULL;NULL;NULL;NULL
17687;ВТБ размещает однодневные облигации на 100 млрд рублей с доходностью 7,37% годовых;NULL;0;NULL;NULL;NULL;NULL;NULL
8084;ВТБ разместил 71,4% выпуска однодневных бондов серии КС-4-487 на 107,2 млрд рубл;NULL;0;NULL;NULL;NULL;NULL;NULL
3264;Сбербанк заберет половину жизни;-1;NULL;NULL;NULL;NULL;NULL;NULL
10259;условия кредита в втб 24;NULL;0;NULL;NULL;NULL;NULL;NULL
3004;Лидеры роста/падения и объемов торгов на Московской бирже;NULL;NULL;NULL;NULL;NULL;NULL;NULL
14900;Обновлено. Новые санкции заставляют нервничать. К чему готовиться в понедельник?;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19739;ПУТИН ПОСЛЕ СЛОВ БАЙДЕНА: Я КАК СЧИТАЛ, ТАК И СЧИТАЮ, ЧТО ДЛЯ НАС БАЙДЕН ПРЕДПОЧ;NULL;NULL;NULL;NULL;NULL;NULL;NULL
11365;втб 24 проценты по кредитам;NULL;0;NULL;NULL;NULL;NULL;NULL
7598;| Банк втб 24 рассчитать кредит;NULL;0;NULL;NULL;NULL;NULL;NULL
10621;ВЭБ, ВТБ, Сбербанк - касса Путина. никогда не доверю им деньги;-1;-1;NULL;NULL;NULL;NULL;NULL
8938;МИХЕЛЬСОН: НОВАТЭК НАШЕЛ РЕШЕНИЕ ДЛЯ ОБЕСПЕЧЕНИЯ ЭЛЕКТРОЭНЕРГИЕЙ 1 И 2 ОЧЕРЕДЕЙ;NULL;NULL;NULL;NULL;NULL;NULL;0
16667;Что нужно чтобы взять кредит в втб 24;NULL;0;NULL;NULL;NULL;NULL;NULL
1399;"Декабрьские результаты ""Сбербанка"" подтвердили устойчивость осенних тенденций";1;NULL;NULL;NULL;NULL;NULL;NULL
16889;Кста, именно Именно Греф и Сбербанк торгует квотами по выбросу парниковых газов (эколого-зеленый черт, хе-хе..;0;NULL;NULL;NULL;NULL;NULL;NULL
9136;ипотечный кредит на строительство сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
18530;Как рассчитать выплаты по кредиту сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
7063;RT @tvrain: Под санкции ЕС могут попасть Сбербанк и ВТБ;-1;-1;NULL;NULL;NULL;NULL;NULL
17683;Райффайзенбанк выступил одним из первоначальных уполномоченных ведущих организаторов и ...;NULL;NULL;NULL;NULL;0;NULL;NULL
11860;Сбербанк в понедельник и среду приостановит часть операций из-за технологических работ;-1;NULL;NULL;NULL;NULL;NULL;NULL
18446;ВТБ разместит 25 мая однодневные бонды серии КС-4-467 на 100 млрд руб. по цене 9;NULL;0;NULL;NULL;NULL;NULL;NULL
6044;Райффайзенбанк кредит наличными сургут;NULL;NULL;NULL;NULL;0;NULL;NULL
18609;RT @gogedirebici: кредитная карта альфа банк;NULL;NULL;NULL;0;NULL;NULL;NULL
16068;Сбербанк запустил конкурс видео для  Гимна болельщиков "Сочи 2014" #news;0;NULL;NULL;NULL;NULL;NULL;NULL
18438;Россельхозбанк может обратиться за помощью из-за санкций;NULL;NULL;NULL;NULL;NULL;0;NULL
3653;При поддержке Сбербанка проходит Всероссийская олимпиада по фин.рынку и основам потреб-их знаний для старшеклассников;0;NULL;NULL;NULL;NULL;NULL;NULL
16883;кредит в валюте сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
14933;RT @ru_rbc: Сбербанк легко переживет секторальные санкции ЕС;-1;NULL;NULL;NULL;NULL;NULL;NULL
15742;#newz_day Банк УРАЛСИБ повысил ставки по вкладам в рублях для частных лиц: С 23 д...  #свежие_новости;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17936;альфа банк для андроид;NULL;NULL;NULL;0;NULL;NULL;NULL
5256;Так даже Сбербанк не идёт в Крым. Гопоту только и рос шелупонь мелкого бизнеса туда гонят.;0;NULL;NULL;NULL;NULL;NULL;NULL
5311;Аэрофлот с 12 марта запустит прямые рейсы из Петербурга в Душанбе;NULL;NULL;NULL;NULL;NULL;NULL;1
11368;Сравнить кредитные ставки в сбербанке газпромбанке ираффайзенбанке;0;NULL;0;NULL;NULL;NULL;NULL
2014;Сейчас я по ем и мы пойдём в сбербанк, если не будет работать, то естествено пойдём в следующий раз:) Ну а я всё таки надеюсь, что будет р..;0;NULL;NULL;NULL;NULL;NULL;NULL
19048;WSJ: в список санкций ЕС будут включены Сбербанк и ВТБ;-1;-1;NULL;NULL;NULL;NULL;NULL
17951;Внешпромбанк и Сбербанк проведут выплаты вкладчикам Ауэрбанка и Юникорбанка;1;NULL;NULL;NULL;NULL;NULL;NULL
4274;«Сбербанк» ежегодно инвестирует в искусственный интеллект порядка $1 млн;1;NULL;NULL;NULL;NULL;NULL;NULL
4304;Банк ВТБ24 намерен в два раза увеличить свой уставный капитал;NULL;0;NULL;NULL;NULL;NULL;NULL
843;Мосбиржа зарегистрировала две программы облигаций Газпромбанка на 300 млрд рубле;NULL;NULL;0;NULL;NULL;NULL;NULL
4029;| Альфа банк погашение кредита;NULL;NULL;NULL;0;NULL;NULL;NULL
5216;@vtb_minor  При детском реаб. центре комплектуется детская студия комп. анимации. Нужна помощь!;NULL;0;NULL;NULL;NULL;NULL;NULL
13771;Сбербанк предложил поддержать процессинг  «Мастер-банка»;0;NULL;NULL;NULL;NULL;NULL;NULL
12801;"Интеграция ""Открытия"" в структуру группы ВТБ займет не менее 1,5-2 лет - Костин";NULL;0;NULL;NULL;NULL;NULL;NULL
8899;Взять кредит втб 24 наличными;NULL;0;NULL;NULL;NULL;NULL;NULL
9382;как перевести деньги с сбербанковской карты на другой номер сотовый;0;NULL;NULL;NULL;NULL;NULL;NULL
16603;бланк на ипотеку сбербанк форма: Погашение кредита при ипотеке. После получения ипотечного кредита и благополу...;0;NULL;NULL;NULL;NULL;NULL;NULL
14041;ЛУКОЙЛ в 2022г снизил производство базовых масел на 7%, до 800 тыс. тонн;NULL;NULL;NULL;NULL;NULL;NULL;0
13150;Прибыль Сбербанка в 2023г может приблизиться к докризисным уровням - Греф;1;NULL;NULL;NULL;NULL;NULL;NULL
5587;Взять потреб кредит в райффайзенбанке;NULL;NULL;NULL;NULL;0;NULL;NULL
12874;ЦБ РФ признал платежную систему Сбербанка системно значимой;1;NULL;NULL;NULL;NULL;NULL;NULL
1007;Подключил к сбербанку-онлайн возможность управлять своими вкладами и обнаружил, что с 2009 года у меня там валяются 2 заброшенные тыщи руб);1;NULL;NULL;NULL;NULL;NULL;NULL
6026;Россельхозбанк снизил ставки по кредитам личным подсобным хозяйствам: Краснодарский филиал Россельхозбанка сни...;NULL;NULL;NULL;NULL;NULL;1;NULL
15594;"Повышается вероятность получения высокой дивидендной доходности по бумагам ""Сбербанка""";1;NULL;NULL;NULL;NULL;NULL;NULL
7569;#СМИ Сбербанк поможет своему должнику построить Керченский мост: @dailysmi_net Глава Сбербанка Герман...  #новости;0;NULL;NULL;NULL;NULL;NULL;NULL
1564;| Как подать заявку на #кредит в втб 24;NULL;0;NULL;NULL;NULL;NULL;NULL
1895;втб 24 иркутск кредит;NULL;0;NULL;NULL;NULL;NULL;NULL
18800;RT @bazoluludem: ВТБ 24 прекратил прием консульских сборов за оформление виз США;NULL;-1;NULL;NULL;NULL;NULL;NULL
8325;"Кроме того, завтра пройдет внеочередное общее собрание акционеров ТГК-14. Акционеры обсудят заключение договора с """"Промсвязьбанком"""".";NULL;NULL;NULL;NULL;NULL;NULL;NULL
11651;@sberbank все спасибо, готово:);1;NULL;NULL;NULL;NULL;NULL;NULL
9508;номер операции на чеке сбербанка;0;NULL;NULL;NULL;NULL;NULL;NULL
721;Клиент сбербанк скачать программу: клиент сбербанк скачать программу;0;NULL;NULL;NULL;NULL;NULL;NULL
11374;Сбербанк взять кредитную карту в новодвинске;0;NULL;NULL;NULL;NULL;NULL;NULL
12915;Сбербанк россии г жуковский взять кредит часному лицу;0;NULL;NULL;NULL;NULL;NULL;NULL
16517;Между АО Банк ВТБ (Грузия) и ЕБРР подписано соглашение, согласно которому банки будут совместно осуществлять финансирования корпоративных к;NULL;1;NULL;NULL;NULL;NULL;NULL
1536;альфа банк кредит малому бизнесу;NULL;NULL;NULL;0;NULL;NULL;NULL
4102;Сбербанк аккредитовал корпус № 11 микрорайона «Изумрудные холмы»;0;NULL;NULL;NULL;NULL;NULL;NULL
2237;кредиты банка втб 24 потребительские;NULL;0;NULL;NULL;NULL;NULL;NULL
2023;Кредит в пензе без поручителей сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
19510;" Стоит написать на стене сбербанк или почта, сразу образуется очередь из 10 бабок";-1;NULL;NULL;NULL;NULL;NULL;NULL
8102;россельхозбанк кредит на развитие сельского хозяйства;NULL;NULL;NULL;NULL;NULL;0;NULL
12342;банк втб 24 самара кредит;NULL;0;NULL;NULL;NULL;NULL;NULL
16127;россельхозбанк наличные кредиты;NULL;NULL;NULL;NULL;NULL;0;NULL
17478;Срок рассмотрения кредита в райффайзенбанке;NULL;NULL;NULL;NULL;0;NULL;NULL
3323;автокредит в втб 24 отзывы;NULL;0;NULL;NULL;NULL;NULL;NULL
14769;Как погасить кредит через терминал втб 24;NULL;0;NULL;NULL;NULL;NULL;NULL
7077;Сбербанк сделал не карту Косулина, а карту Шредингера. По телефону говорят, что она есть, а в отделении ее нет;-1;NULL;NULL;NULL;NULL;NULL;NULL
14528;Россельхозбанк разместит "префы" на 25 млрд рублей: Наблюдательный совет Россельхозбанка одобрил размещение 25 тыс. привилегированных акций…;NULL;NULL;NULL;NULL;NULL;1;NULL
2856;Акционеры НОВАТЭКа одобрили дивиденды, избрали новый СД, увеличив его вознагражд;NULL;NULL;NULL;NULL;NULL;NULL;1
4782;Сбербанк организовал семинар для предпринимателей с участием Ирины Хакамады;0;NULL;NULL;NULL;NULL;NULL;NULL
5632;Инвестиции Сбербанка в искусственный интеллект окупаются троекратно - Греф;1;NULL;NULL;NULL;NULL;NULL;NULL
1263;RT @AlfabankBY: Платежная система MasterCard уведомила нас, что по причине сбоя на их стороне в Беларуси перестали работать все карточки Ma…;NULL;NULL;NULL;-1;NULL;NULL;NULL
6211;ВТБ 25 апреля проведет собрание владельцев облигаций;NULL;0;NULL;NULL;NULL;NULL;NULL
14628;RT @togifusolopa:  Сбербанк начал выпуск карт на базе российской платежной системы&amp,#8230,;1;NULL;NULL;NULL;NULL;NULL;NULL
4689;Суд признал законным недопуск ЛУКОЙЛа к аукциону на участок в ХМАО;NULL;NULL;NULL;NULL;NULL;NULL;0
10848;«Сбербанк КИБ» предоставит кредит на сумму $1,75 млрд Антипинскому НПЗ;0;NULL;NULL;NULL;NULL;NULL;NULL
7095;Сбербанк стал лауреатом премии «Навстречу будущему!»;1;NULL;NULL;NULL;NULL;NULL;NULL
525;Чистая прибыль «ЛУКОЙЛа» по РСБУ за 2022 год выросла на 24%;NULL;NULL;NULL;NULL;NULL;NULL;1
7136;Кредит онлайн в сбербанке россии: кредит онлайн в сбербанке россии;0;NULL;NULL;NULL;NULL;NULL;NULL
3224;Вопросы на тест втб 24;NULL;0;NULL;NULL;NULL;NULL;NULL
15091;"В Первый уровень листинга включаются акции компаний, которые соответствуют Правилам листинга Московской биржи, в том числе требованиям к раскрытию информации, корпоративному управлению, размеру рыночной капитализации и количеству акций, находящихся в свободном обращении.""";NULL;NULL;NULL;NULL;NULL;NULL;NULL
567;ВТБ размещает однодневные облигации на 150 млрд рублей с доходностью 7,63% годовых;NULL;0;NULL;NULL;NULL;NULL;NULL
9389;ЦБ РФ зарегистрировал 55-летние суборды Газпромбанка;NULL;NULL;0;NULL;NULL;NULL;NULL
4407;Кредитные карточки в самаре сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
9358;Почта России предлагает нормативно установить правила перевозки посылок  (1/2);NULL;NULL;NULL;NULL;NULL;NULL;NULL
11770;Обновлено. Глава ВТБ предложил создать параллельные систему расчетов и инфраструктуры мирового рынка капитала;NULL;0;NULL;NULL;NULL;NULL;NULL
7777;Альфа-Банк позволит совершать интернет-покупки в кредит #alfabank #PSMcom;NULL;NULL;NULL;0;0;NULL;NULL
15862;RT @Vikki_Malina: кредитный втб 24;NULL;0;NULL;NULL;NULL;NULL;NULL
17042;сайт втб 24 кредиты;NULL;0;NULL;NULL;NULL;NULL;NULL
3826;где сбербанк в калининграде;0;NULL;NULL;NULL;NULL;NULL;NULL
1975;ВТБ разместит 2 июня однодневные бонды серии КС-4-473 на 100 млрд руб. по цене 9;NULL;0;NULL;NULL;NULL;NULL;NULL
1898;Сбербанк взять кредит без трудовой книжки;0;NULL;NULL;NULL;NULL;NULL;NULL
11795;ЛУКОЙЛ выставил оферту миноритариям ЭЛ5-Энерго по 0,48 руб./акция;NULL;NULL;NULL;NULL;NULL;NULL;0
3887;Решением Наблюдательного совета ОАО Банк ВТБ (Азербайджан) Юрий Яковлев назначен на должность председателя правления.  Новый руководитель п;NULL;0;NULL;NULL;NULL;NULL;NULL
2198;Сбербанк кредит хоть я не работаю могу взять или нет;0;NULL;NULL;NULL;NULL;NULL;NULL
17882;Сбербанк обеспечит банкоматы в Сочи меню на китайском и французском языках:;0;NULL;NULL;NULL;NULL;NULL;NULL
5205;Сбербанк продлил &amp,quot,Мегафону&amp,quot, две кредитные линии на сумму до 105 млрд рублей;0;NULL;NULL;NULL;NULL;NULL;NULL
15848;Северсталь надеется вернуться к вопросу о дивидендах при улучшении ситуации в экономике;NULL;NULL;NULL;NULL;NULL;NULL;0
10723;Вчера, 15.01.2014, был найден кошелек. В кошельке 2 карты сбербанка на имя Николая Новикова и Антонины Новиковой. П..;0;NULL;NULL;NULL;NULL;NULL;NULL
7059;RT @tacyqobuhar:  Сбербанк поможет своему должнику построить Керченский мост;1;NULL;NULL;NULL;NULL;NULL;NULL
15559;RT @pronkofm: Тимур из Челябинска по ошибке получил от банка 10 трлн руб! Правда  «Альфа банк», узнав об оплошности, срочно заблокировал ли…;NULL;NULL;NULL;-1;NULL;NULL;NULL
18899;ВТБ - танцы на костях инвесторов;NULL;-1;NULL;NULL;NULL;NULL;NULL
19880;банк втб 24 ипотека отзывы  #ЗенитРостов;NULL;0;NULL;NULL;NULL;NULL;NULL
15270;альфа банк кредит без справок;NULL;NULL;NULL;0;NULL;NULL;NULL
4621;Netflix снимет спин-офф «Очень странных дел» и новую «Тетрадь смерти»;NULL;NULL;NULL;NULL;NULL;NULL;1
10489;@sberbank Сбербанк предлагает казанцам ипотеку на специальных условиях в ЖК «Радужный»   #news #новости #ипотека;0;NULL;NULL;NULL;NULL;NULL;NULL
18796;ВТБ 24 начал выплачивать компенсации вкладчикам банка "Аскольд" #news;NULL;0;NULL;NULL;NULL;NULL;NULL
17025;Взять кредит в альфа банке под залог в находке;NULL;NULL;NULL;0;NULL;NULL;NULL
16628;"Шесть причин для роста акций ""Сбера""";1;NULL;NULL;NULL;NULL;NULL;NULL
14384;"Акции ""Аэрофлота"" поддержала новость о контракте между Ростехом и ОАК на поставку 149 самолетов";NULL;NULL;NULL;NULL;NULL;NULL;1
2829;платежка образец сбербанк госпошлина физическое лицо  #лицо #сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
3230;RT @VladPyatov: оформить кредитную карту в райффайзен банке;NULL;NULL;NULL;NULL;0;NULL;NULL
11603;Акции «Сбера» по-прежнему обладают неплохим апсайдом;1;NULL;NULL;NULL;NULL;NULL;NULL
3762;| Газпромбанк онлайн Заявка на кредит;NULL;NULL;0;NULL;NULL;NULL;NULL
11109;погашения кредита альфа банк;NULL;NULL;NULL;0;NULL;NULL;NULL
17571;Кредиты наличными на малый бизнес сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
19440;Российские военные перехватили два украинских дрона над Курской областью;NULL;NULL;NULL;NULL;NULL;NULL;NULL
10904;Кредит лизинг втб 24;NULL;0;NULL;NULL;NULL;NULL;NULL
10610;ГОДОВОЕ СОБРАНИЕ АКЦИОНЕРОВ ЛУКОЙЛА ПРОЙДЕТ 25 МАЯ В ЗАОЧНОЙ ФОРМЕ - КОМПАНИЯ;NULL;NULL;NULL;NULL;NULL;NULL;0
1217;@alfa_bank @caseshot71 сволочи, у меня чудом с собой наличные были.;NULL;NULL;NULL;-1;NULL;NULL;NULL
4914;БИЛЕТ РЖД КУПЛЕННЫЙ ЧЕРЕЗ МЕГАФОНОВСКИЙ ИНТЕРНЕТ КАРТОЧКОЙ СБЕРБАНКА С ДОСТАВКОЙ ПОЧТОЙ РОССИИ ОТКРЫВАЕТ ВРАТА В АД;-1;NULL;NULL;NULL;NULL;NULL;NULL
907;ВТБ разместил 33,5% выпуска однодневных бондов серии КС-4-502 на 50,3 млрд рубле;NULL;0;NULL;NULL;NULL;NULL;NULL
11326;Приложение Газпромбанка пропало из App Store;NULL;NULL;-1;NULL;NULL;NULL;NULL
12562;RT @dmitry_gordon: В Николаеве неизвестные разгромили два филиала российского банка  #Сбербанк #Николаев;-1;NULL;NULL;NULL;NULL;NULL;NULL
1932;#fyseo_ru #финансы Сбербанк на 11 августа приостановит работу банкоматов: По словам представителя пресс...  #взаимный #читаю;-1;NULL;NULL;NULL;NULL;NULL;NULL
5764;погасить кредит сбербанка через интернет;0;NULL;NULL;NULL;NULL;NULL;NULL
4031;Ипотечное кредитование сбербанк в россиии в астане;0;NULL;NULL;NULL;NULL;NULL;NULL
19844;ВТБ оставил акционеров без дивидендов;NULL;-1;NULL;NULL;NULL;NULL;NULL
19274;Попавшие под санкции банки попросили денег у государства /  / Газпромбанк и Россельхозбанк, попавшие под санкции ..;NULL;NULL;-1;NULL;NULL;-1;NULL
9912;| Онлайн Заявка на #кредит в альфа банке украина;NULL;NULL;NULL;0;NULL;NULL;NULL
16054;#чек-ордер сбербанк россии;0;NULL;NULL;NULL;NULL;NULL;NULL
6035;КОМПАНИИ ИЗ КИТАЯ, ИНДИИ, СЕРБИИ, КАЗАХСТАНА, ТАИЛАНДА, ТУРЦИИ, ШРИ-ЛАНКИ ПОПАЛИ;NULL;NULL;NULL;NULL;NULL;NULL;NULL
4486;ипотечное кредитование в волгограде сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
1604;Омская детская больница получила новейший аппарат для анестезии: Напоминаем, Банк ВТБ провёл уже ставшую тради...;NULL;0;NULL;NULL;NULL;NULL;NULL
8449;Акции ВТБ потеряли в цене более 2% на новостях о второй допэмиссии по открытой п;NULL;0;NULL;NULL;NULL;NULL;NULL
1334;Ипотечный кредит в втб 24 на покупку жилья;NULL;0;NULL;NULL;NULL;NULL;NULL
5675;RT @kybypajy: Альфа-клик у всех лежит, да?;NULL;NULL;NULL;-1;NULL;NULL;NULL
15676;RT @AppolonGod1980: Предварительный договор купли продажи земельного участка сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
18752;Клиенты Сбербанка стали брать больше кредитов;0;NULL;NULL;NULL;NULL;NULL;NULL
14807;Восколько лет можно взять кредит в альфа банк;NULL;NULL;NULL;0;NULL;NULL;NULL
6715;| Альфа банк #Кредиты проценты;NULL;NULL;NULL;0;NULL;NULL;NULL
8751;Элиенс ин Сбербанк на Рязанке;0;NULL;NULL;NULL;NULL;NULL;NULL
16598;Газпромбанк и Россельхозбанк обратились за государственной поддержкой в свете введенных санкций. Об этом пишет газета &amp,laquo,Ведомости&amp,raqu;NULL;NULL;0;NULL;NULL;0;NULL
15570;кредиты малому бизнесу сбербанк россии;0;NULL;NULL;NULL;NULL;NULL;NULL
2712;Ставка 36-37-го купонов по облигациям банка ВТБ серии БО-30 составит 12% годовых;NULL;0;NULL;NULL;NULL;NULL;NULL
4352;RT @AlfabankBY: Продолжаем увеличивать время работы отделений. С завтрашнего дня отделение на ул. Красная, 7 работает с 9 до 20 часов (вклю…;NULL;NULL;NULL;1;NULL;NULL;NULL
1654;Финансирование кредитования в альфа банке;NULL;NULL;NULL;0;NULL;NULL;NULL
14822;Кредиты наличными в райфайзен банке аваль;NULL;NULL;NULL;NULL;0;NULL;NULL
4923;Еврокомиссия увидела шантаж в заявлении «Газпрома» об остановке поставок;NULL;NULL;NULL;NULL;NULL;NULL;-1
14048;#RT Сбербанк приостановит работу интернет-банка в ночь с 10 на 11 августа  #FollowBack #Взаимно;-1;NULL;NULL;NULL;NULL;NULL;NULL
17401;#новостиДня Сбербанк и ВТБ попадут под санкции ЕС  #ua;-1;-1;NULL;NULL;NULL;NULL;NULL
11217;Турпоток из России в Турцию сократился на 17% в январе;NULL;NULL;NULL;NULL;NULL;NULL;NULL
8640;#Новости #Экономика Сбербанк отреагировал на санкции ЕС;0;NULL;NULL;NULL;NULL;NULL;NULL
602;Потребительские кредиты втб 24 в г туле;NULL;0;NULL;NULL;NULL;NULL;NULL
4338;Сбербанк в своем репертуаре, блеать! Лучи дикой ненависти этой организации, горите в аду! *бесится*;-1;NULL;NULL;NULL;NULL;NULL;NULL
14229;@russia_sberbank Начнёт администрация думать голой.;-1;NULL;NULL;NULL;NULL;NULL;NULL
4331;Экскурсия в сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
8924;Рынок акций РФ начал неделю с роста во главе с Аэрофлотом, индекс МосБиржи (1/4);NULL;NULL;NULL;NULL;NULL;NULL;1
6130;сбербанк проверить остаток по кредиту;0;NULL;NULL;NULL;NULL;NULL;NULL
16077;Взять кредит райффайзен банке;NULL;NULL;NULL;NULL;0;NULL;NULL
12771;Сбербанк одобрил мне кредит наличными, теперь думаем с @fire_fox_inna брать или нет =);0;NULL;NULL;NULL;NULL;NULL;NULL
15251;райффайзен банк кредитная карта 10 8;NULL;NULL;NULL;NULL;0;NULL;NULL
514;xxx: Сбербанк мстителен&lt,br&gt,xxx: За то, что в пятницу я отключил мобильный&amp,#8230,;-1;NULL;NULL;NULL;NULL;NULL;NULL
18747;ЕС разрешит «Роснефти» и «Газпром нефти» перевозить нефть в третьи страны;NULL;NULL;NULL;NULL;NULL;NULL;1
1361;Астраханские власти ожидают начала промбурения ЛУКОЙЛом на месторождении Грайфер;NULL;NULL;NULL;NULL;NULL;NULL;0
1034;Проблемные вопросы кредитования сельхозпредприятий россельхозбанком;NULL;NULL;NULL;NULL;NULL;0;NULL
5364;Первоуральск оформить заявку на кредит газпромбанк;NULL;NULL;0;NULL;NULL;NULL;NULL
9975;сбербанк россии проценты по кредитам;0;NULL;NULL;NULL;NULL;NULL;NULL
1130;ВТБ разместит 6 апреля однодневные бонды серии КС-4-435 на 100 млрд руб. по цене;NULL;0;NULL;NULL;NULL;NULL;NULL
10338;ВТБ разместил 38% выпуска однодневных бондов серии КС-4-498 на 57 млрд рублей;NULL;0;NULL;NULL;NULL;NULL;NULL
10597;Какие документы надо для жилищного кредита сбербанк;0;NULL;NULL;NULL;NULL;NULL;NULL
